gp,min,pts,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,pts_per_min,per_simple,ts_pct,ast_to_ratio,def_contrib_per_min
79,26.4,11.1,49.0,33.3,74.6,7.6,1.0,0.8,2.6,1.8,1,0.42045452952823753,0.6060605831037658,0.5486357702020789,0.5555552469137517,0.3409090779958683
55,25.3,14.0,46.3,18.5,89.6,2.1,1.9,1.3,0.4,1.4,1,0.5533596619225429,0.46640314362042895,0.5396237635195988,1.3571418877557946,0.11857707041197349
81,25.0,12.5,46.8,28.0,55.7,2.6,2.0,0.8,0.1,1.9,1,0.4999999800000008,0.3479999860800007,0.48919845889179253,1.0526310249310395,0.09199999632000014
82,23.9,9.4,48.1,31.3,79.8,1.5,4.8,0.8,0.1,1.9,1,0.39330542287425013,0.4309623250643379,0.5480409808720872,2.526314459834495,0.06694560389348939
82,17.3,6.0,42.6,0.0,73.0,4.3,1.1,0.5,0.5,1.1,0,0.3468207892011104,0.45664737244812875,0.5036936696283294,0.9999990909099175,0.22543351298072176
77,23.0,9.6,51.9,0.0,66.2,8.6,1.7,0.9,0.4,2.3,1,0.41739128620037885,0.6217391034026475,0.5620608241146576,0.7391301134216898,0.28695650926276045
82,20.7,8.3,50.7,0.0,60.7,5.7,0.7,0.5,0.8,1.4,1,0.4009661642045332,0.4975845170249025,0.5414926224565995,0.499999642857398,0.2367149644099051
58,20.6,7.4,46.6,22.2,78.1,6.1,1.2,0.5,0.6,1.3,0,0.35922328353285027,0.5145630818173259,0.5035383092626144,0.9230762130182977,0.2524271722122731
80,20.0,8.5,55.8,0.0,67.3,3.9,1.1,0.9,0.5,1.9,1,0.42499997875000106,0.4699999765000012,0.5979177549356,0.5789470637120718,0.20499998975000047
82,18.8,6.4,53.9,16.7,61.1,4.6,0.7,0.6,0.6,1.2,1,0.3404255138071535,0.4627659328315992,0.5734765997353763,0.5833328472226273,0.20744679747623418
71,18.6,4.7,45.6,0.0,53.1,4.1,0.6,0.4,0.1,1.2,1,0.2526881584576259,0.295698908833392,0.478420098041511,0.4999995833336806,0.16129031390912288
64,17.1,7.7,46.9,0.0,64.7,4.3,0.3,0.5,0.1,1.1,1,0.45029237132793143,0.438596465579154,0.5020865281577298,0.2727270247936138,0.18713449198043905
79,15.6,7.8,48.3,18.2,78.5,1.6,4.3,1.0,0.1,2.0,1,0.49999996794872004,0.5961538079388583,0.5786349289859155,2.149998925000537,0.14743588798487897
79,15.4,7.1,47.4,31.0,80.6,1.5,2.5,1.0,0.0,1.3,1,0.4610389311013681,0.48051944931691887,0.5395135958186024,1.9230754437881201,0.1298701214370051
34,17.1,7.0,42.7,31.0,59.6,3.3,0.5,0.5,0.5,1.2,0,0.4093567012072104,0.3684210310864894,0.49659470820165885,0.4166663194447338,0.18713449198043905
71,16.5,4.9,45.7,31.1,61.1,1.9,2.9,0.9,0.1,1.4,0,0.2969696789715346,0.3939393700642806,0.5061982425210242,2.071427091837792,0.15757574802571223
78,15.0,4.7,47.2,9.1,61.9,3.1,1.1,1.0,0.8,1.2,0,0.31333331244444584,0.45333330311111325,0.5104256059023445,0.9166659027784145,0.24666665022222334
76,14.9,5.5,48.1,27.0,78.5,1.7,3.5,0.9,0.0,1.4,0,0.36912749200486633,0.5100670798612698,0.5362713462809386,2.49999821428699,0.1409395878564035
80,14.8,5.2,46.5,0.0,72.3,4.7,0.6,0.3,0.4,1.3,1,0.3513513276113968,0.4864864536157803,0.5195842287001942,0.46153810650914884,0.27027025200876675
68,12.7,5.2,40.9,17.6,58.3,1.7,0.9,0.4,0.1,0.9,0,0.4094487866575759,0.2834645446090911,0.4313204327603794,0.9999988888901234,0.11023621179242428
64,12.7,4.1,52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,0,0.32283462024924253,0.440944847169697,0.5294420120242737,0.33333296296337445,0.22834643871287885
64,12.7,4.1,52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,0,0.32283462024924253,0.440944847169697,0.5294420120242737,0.33333296296337445,0.22834643871287885
53,10.8,2.8,60.4,0.0,42.5,2.8,0.3,0.4,0.4,0.4,0,0.2592592352537745,0.4629629200960259,0.5709622467527541,0.7499981250046874,0.24999997685185402
66,10.5,5.0,48.0,0.0,85.2,1.5,0.8,0.3,0.1,0.9,0,0.47619043083900664,0.4190475791383257,0.5152513365104417,0.8888879012356653,0.12380951201814172
77,16.0,4.5,38.4,32.0,75.6,1.6,0.9,0.4,0.2,0.6,0,0.2812499824218761,0.2624999835937511,0.48701288159894335,1.4999975000041668,0.12499999218750048
45,10.4,3.7,40.8,20.0,60.0,1.0,1.8,0.4,0.1,1.1,0,0.3557691965606542,0.3269230454881688,0.432647232776606,1.636362148761683,0.13461537167159887
45,10.2,3.5,38.3,11.1,51.4,0.7,1.5,0.8,0.1,0.9,0,0.3431372212610568,0.27450977700884543,0.40211387819074484,1.6666648148168723,0.12745096789696395
64,10.0,4.3,45.5,0.0,72.8,1.0,1.2,0.4,0.1,0.7,1,0.4299999570000043,0.39999996000000393,0.511417575780786,1.714283265309621,0.12999998700000132
55,9.2,3.7,44.4,50.0,55.8,1.5,1.6,0.8,0.3,0.9,1,0.40217386932892735,0.49999994565218,0.49518188030463595,1.7777758024713306,0.20652171668242214
57,8.5,4.5,44.2,20.0,92.6,1.0,0.9,0.4,0.1,0.6,1,0.5294117024221527,0.4705881799308025,0.5004447285487704,1.4999975000041668,0.12941174948097067
36,7.6,3.4,55.7,0.0,66.7,1.1,0.2,0.1,0.2,0.5,0,0.4473683621883734,0.42105257617729264,0.5985913385241766,0.3999992000016,0.13157893005540394
57,7.6,3.2,36.4,25.0,92.9,0.8,1.2,0.3,0.1,0.9,1,0.42105257617729264,0.36842100415513107,0.4807690863073659,1.3333318518534978,0.13157893005540394
48,6.9,3.2,40.7,0.0,79.5,2.0,0.3,0.1,0.2,0.8,1,0.4637680487292683,0.434782545683689,0.46349928635594256,0.3749995312505859,0.23188402436463415
75,15.1,2.8,30.8,26.4,64.4,1.4,3.2,0.9,0.1,1.2,0,0.1854304512959966,0.30463574141485145,0.38209596558516223,2.6666644444462966,0.13907283847199747
82,38.3,28.2,51.5,17.3,84.5,6.5,5.9,2.4,0.8,3.5,1,0.7362924089740887,0.7650130348560565,0.5923373973980256,1.6857138040817703,0.201044381173776
80,31.1,14.1,47.0,0.0,76.7,4.0,3.1,1.2,0.1,2.5,1,0.45337619120976874,0.41800641742744654,0.52816897451536,1.2399995040001983,0.1125401893073894
76,29.2,10.0,53.7,0.0,71.1,8.6,2.8,0.7,2.7,2.3,1,0.3424657416963787,0.6232876498874094,0.5800463364215388,1.217390775047489,0.3184931397776322
82,28.6,14.0,54.5,16.7,73.3,8.6,1.9,1.2,1.0,2.5,1,0.48951047239473866,0.6503496276101528,0.6005490219158355,0.7599996960001215,0.26223775306861
82,28.3,11.0,47.1,25.0,82.0,7.4,1.6,0.8,0.8,1.2,1,0.3886925657705807,0.5300353169598827,0.5329456847920848,1.3333322222231483,0.23674910824208095
80,25.8,8.8,44.6,20.0,82.9,2.1,4.4,1.3,0.1,2.1,1,0.34108525809747064,0.3875968842016712,0.5043557422792593,2.095237097506144,0.12015503410251806
79,24.7,10.6,51.1,0.0,78.4,5.7,0.5,0.5,1.1,1.5,1,0.4291497801963651,0.48987852267698295,0.5412581146590978,0.3333331111112593,0.21862347293022377
82,23.4,12.8,60.0,0.0,62.0,6.8,1.4,0.4,0.5,2.3,1,0.5470085236321144,0.6196580931770046,0.6165702681531534,0.6086953875237445,0.23076922090729826
82,21.8,9.3,46.7,22.2,65.7,6.4,0.4,0.4,0.6,1.3,1,0.42660548501809703,0.486238509805573,0.4963705704130476,0.30769207100609924,0.2385320991499037
75,21.5,7.1,54.3,0.0,73.7,5.2,0.7,0.6,0.4,1.1,1,0.3302325427798817,0.46511625743645313,0.5827313554282082,0.6363630578517655,0.2093023158464039
79,21.3,9.2,49.8,36.4,73.4,3.4,3.5,1.6,0.3,2.1,1,0.43192486235094535,0.5446009133990183,0.539652681880258,1.6666658730162507,0.1784037474927818
78,20.3,9.3,55.7,0.0,71.5,5.1,1.0,0.2,0.4,1.5,1,0.4581280562498494,0.5270935700939128,0.6042099007003768,0.6666662222225186,0.18719210900531483
78,20.1,8.4,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,1,0.4179104269696305,0.5273631578426288,0.5687973227522586,0.8888883950620028,0.2338308341377694
78,20.1,8.4,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,0,0.4179104269696305,0.5273631578426288,0.5687973227522586,0.8888883950620028,0.2338308341377694
78,20.1,8.4,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,0,0.4179104269696305,0.5273631578426288,0.5687973227522586,0.8888883950620028,0.2338308341377694
29,16.4,3.7,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,1,0.2256097423408694,0.18292681811421838,0.40641467345899085,1.3999986000014,0.11585365147233834
29,16.4,3.7,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,0,0.2256097423408694,0.18292681811421838,0.40641467345899085,1.3999986000014,0.11585365147233834
29,16.4,3.7,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,0,0.2256097423408694,0.18292681811421838,0.40641467345899085,1.3999986000014,0.11585365147233834
72,19.8,5.8,45.4,0.0,85.9,3.0,1.5,0.4,0.1,1.3,1,0.2929292781348849,0.32828281170288826,0.5024254153802121,1.1538452662728722,0.11616161029486814
82,19.3,6.6,46.0,0.0,67.8,3.5,1.9,0.7,0.1,1.4,1,0.34196889419850285,0.3937823630164578,0.4981883305875104,1.3571418877557946,0.12953367204488744
62,19.3,8.0,52.8,33.3,78.9,3.7,1.3,0.5,1.3,1.7,1,0.4145077505436398,0.5077719944159589,0.5777006675764489,0.7647054325262163,0.2227979159172064
78,18.7,7.1,45.3,35.1,75.4,1.9,3.1,1.0,0.1,1.4,1,0.37967912408133025,0.4331550570505316,0.518399457009425,2.2142841326541913,0.1336898324230036
75,18.7,6.8,47.0,0.0,47.4,4.4,0.5,0.5,0.5,1.9,1,0.36363634419056984,0.336898377705969,0.48268022676317046,0.2631577562327599,0.21390373187680578
82,18.2,5.6,47.1,18.2,73.6,1.3,5.1,1.3,0.1,1.8,1,0.30769229078613786,0.47802195175703566,0.5430565277237146,2.8333317592601337,0.13186812462263053
74,17.3,7.1,45.9,16.0,81.0,1.5,1.7,0.6,0.2,1.1,0,0.4104046005546473,0.36416182866116575,0.510938326001968,1.545453140497145,0.10404623676033313
74,17.0,4.4,46.0,18.8,71.1,1.8,2.9,1.0,0.2,1.3,0,0.2588235141868521,0.3882352712802781,0.5069123255962383,2.2307675147942194,0.14705881487889325
54,17.0,5.5,49.8,0.0,54.1,4.9,0.3,0.4,0.3,1.2,1,0.3235293927335651,0.4058823290657455,0.517695685674758,0.2499997916668403,0.23529410380622917
74,15.1,5.1,47.8,0.0,73.3,3.6,0.5,0.2,0.2,1.0,0,0.33774832200342236,0.39072845094513564,0.5059522805650236,0.49999950000050003,0.19205296741371078
36,14.4,5.8,43.1,50.0,82.0,2.4,0.9,0.3,0.2,0.9,1,0.4027777498071007,0.36805552999614366,0.4820477922128005,0.9999988888901234,0.13194443528163644
78,14.3,4.9,49.2,0.0,66.9,3.3,1.3,0.4,0.2,1.3,1,0.3426573186952924,0.4405594097510902,0.5321458444513805,0.9999992307698226,0.20979019511956679
67,13.3,3.7,58.9,0.0,39.8,3.6,0.8,0.5,0.8,0.9,0,0.27819546780485205,0.5037593606195971,0.573110107462792,0.8888879012356653,0.2932330606591684
59,12.8,5.1,41.6,0.0,70.6,2.1,1.4,0.3,0.2,1.3,0,0.3984374688720727,0.3593749719238304,0.47681367299669536,1.0769222485213472,0.14062498901367274
77,12.4,6.1,47.8,0.0,64.6,2.7,0.8,0.6,0.4,0.9,1,0.4919354441987545,0.5080644751560908,0.5208332443932301,0.8888879012356653,0.19354837148803455
53,12.3,1.5,32.6,0.0,56.4,3.1,0.4,0.2,0.8,0.8,0,0.12195120959746264,0.30894306431357205,0.39308155498870284,0.49999937500078123,0.2520324998347561
60,11.9,3.2,48.6,0.0,75.8,2.5,0.5,0.2,0.5,1.2,1,0.2689075404279378,0.3529411468116684,0.5547848284379929,0.4166663194447338,0.20168065532095333
56,11.2,5.6,49.6,0.0,80.0,1.6,0.4,0.5,0.1,1.2,1,0.49999995535714686,0.3839285371492377,0.5311076382572765,0.33333305555578707,0.13392855947066434
63,10.8,4.1,38.3,22.2,75.5,1.0,1.4,0.5,0.1,1.1,0,0.37962959447874123,0.268518493655695,0.413974068260487,1.272726115703531,0.11111110082304622
66,10.6,3.8,39.7,25.0,70.7,2.0,0.4,0.2,0.2,0.8,0,0.35849053221787436,0.3113207253471014,0.4616131045643575,0.49999937500078123,0.15094338198647342
51,10.5,3.8,44.0,0.0,75.0,1.6,0.7,0.2,0.2,0.6,0,0.361904727437645,0.34285711020408477,0.4740517779311931,1.166664722225463,0.1142857034013616
60,9.2,3.4,36.7,0.0,50.9,1.6,0.4,0.4,0.1,0.7,0,0.36956517722117643,0.24999997282609002,0.38671510766262335,0.5714277551032071,0.15217389650283736
59,9.1,3.3,37.3,0.0,76.5,1.3,0.9,0.5,0.2,0.6,1,0.3626373227871074,0.3406593032242524,0.41291280958137894,1.4999975000041668,0.15384613693998497
51,9.0,4.5,48.2,0.0,64.2,1.4,0.3,0.2,0.3,0.7,0,0.4999999444444507,0.38888884567901716,0.5146384916197412,0.42857081632740524,0.14444442839506352
47,8.9,4.2,38.3,0.0,68.8,0.6,0.4,0.5,0.1,0.7,0,0.47191005933594843,0.23595502966797416,0.4464284765245586,0.5714277551032071,0.11235953793713058
38,7.1,3.2,37.3,13.3,69.2,0.5,1.2,0.2,0.0,0.7,1,0.4507041618726533,0.28169010117040827,0.4201679568886668,1.714283265309621,0.0845070303511225
43,7.1,2.1,41.5,0.0,52.0,1.4,0.6,0.2,0.1,0.4,0,0.2957746062289287,0.3380281214044899,0.42613619069148095,1.4999962500093749,0.15492955564372457
39,6.9,1.3,41.2,0.0,50.0,1.9,0.3,0.2,0.3,0.4,0,0.18840576979626525,0.3768115395925305,0.42763129761098845,0.7499981250046874,0.28985503045579264
39,6.0,3.3,41.9,36.4,67.7,0.9,0.7,0.1,0.1,0.8,0,0.5499999083333486,0.3499999416666763,0.46452689624805843,0.874998906251367,0.11666664722222546
38,4.7,1.8,38.8,0.0,88.2,0.6,0.7,0.1,0.0,0.5,1,0.38297864191943787,0.3404254594839447,0.4554653565458722,1.3999972000055998,0.08510636487098619
82,32.8,21.0,52.3,25.0,66.1,11.1,2.0,0.8,2.4,3.6,1,0.6402438829193939,0.7286585143701673,0.5517023669765465,0.5555554012346108,0.3292682826442597
81,30.0,12.0,48.0,18.8,75.3,6.9,2.1,0.9,0.8,2.0,1,0.3999999866666671,0.4899999836666672,0.5253939995276709,1.0499994750002624,0.23999999200000027
80,27.0,8.4,46.9,0.0,73.0,2.5,8.3,1.5,0.2,3.4,1,0.31111109958847777,0.48518516721536425,0.5185184545038946,2.4411757525953672,0.12592592126200292
79,26.3,10.8,49.9,25.0,73.1,5.7,2.2,0.7,0.7,1.5,1,0.4106463722187691,0.5095056840492134,0.5450140749884866,1.4666656888895409,0.18631177998814524
52,12.8,4.2,35.6,24.5,63.8,3.0,0.3,0.4,0.1,0.9,1,0.3281249743652364,0.29687497680664243,0.4310343942868649,0.33333296296337445,0.19531248474121213
82,25.9,12.4,44.8,24.1,74.2,4.0,2.3,1.3,0.1,1.7,1,0.4787644602793645,0.4440154268719913,0.4983922428945142,1.3529403806233056,0.14285713734142327
81,24.8,8.5,51.2,0.0,75.2,5.7,1.6,0.5,1.5,1.3,1,0.34274192166363215,0.5080644956425605,0.536887249003632,1.230768284024397,0.2540322478212803
81,24.4,12.1,44.4,32.4,82.6,1.9,1.9,0.3,0.2,1.4,1,0.49590161902042545,0.3442622809728572,0.49492796998298677,1.3571418877557946,0.06967212829212589
81,23.9,9.3,46.2,16.7,78.5,2.7,3.9,1.6,0.4,2.1,1,0.38912132263090704,0.4728033274977687,0.5496453251010255,1.8571419727895366,0.15899580924703727
80,23.2,5.5,49.6,0.0,59.0,6.2,0.9,0.4,1.8,1.4,1,0.2370689552987519,0.4525861873885264,0.5228135888187093,0.6428566836737974,0.2715517124331158
74,22.1,10.6,48.4,23.5,80.6,2.2,2.4,1.1,0.3,1.6,1,0.4796379873466973,0.443438893962041,0.522888661909169,1.499999062500586,0.13122171351937947
82,21.1,9.0,46.7,23.1,77.2,3.8,1.5,0.8,0.5,0.9,0,0.4265402641450111,0.47393362682779017,0.5060728175806549,1.6666648148168723,0.17061610565800445
82,20.9,5.7,44.3,11.5,67.3,2.1,2.9,1.2,0.3,1.4,1,0.27272725967812156,0.3492822799386469,0.47279355129503126,2.071427091837792,0.14354066298848503
79,19.4,7.3,53.6,25.0,83.7,3.8,1.2,0.7,0.5,1.3,1,0.37628864039749277,0.4845360574981412,0.6015160511674273,0.9230762130182977,0.19587627856307843
80,17.8,8.3,44.8,26.2,78.7,1.5,2.2,0.7,0.1,1.4,0,0.4662921086352748,0.3932584048731232,0.5100786000395036,1.5714274489803939,0.10112358982451741
31,12.6,3.1,45.8,0.0,65.6,4.1,0.2,0.2,0.7,0.6,0,0.24603172650541855,0.46825393109095786,0.4936304160412687,0.33333277777870374,0.3015872776518034
73,17.6,6.9,44.5,24.3,88.9,1.2,3.3,0.4,0.0,1.1,1,0.3920454322701459,0.39204543227014577,0.48319320963680534,2.9999972727297517,0.07386363216683907
82,17.2,7.7,45.1,25.0,72.8,2.9,1.9,1.3,0.3,1.5,1,0.4476743925770702,0.4825581114791797,0.498446336296435,1.2666658222227851,0.18023254766089838
72,16.9,6.3,46.4,9.1,72.7,2.1,1.8,0.8,0.1,1.0,0,0.3727810430307075,0.39644968068345093,0.5031948077963566,1.7999982000018002,0.13017750709008835
82,16.1,7.9,41.7,26.7,79.1,2.0,3.5,1.6,0.2,2.4,1,0.4906831993364472,0.5217390980286274,0.5124545261475706,1.4583327256946976,0.18012421241464519
78,15.9,4.2,41.3,11.1,77.7,1.6,3.4,1.2,0.1,1.4,0,0.2641509267829606,0.4276729290771742,0.5131963555238623,2.4285696938787904,0.157232694513667
67,15.8,8.2,45.6,41.4,71.9,3.7,0.8,0.6,0.1,1.2,1,0.5189873089248538,0.48734174130748464,0.5004882201552465,0.6666661111115741,0.17721517865726716
75,15.7,6.1,44.1,0.0,71.4,2.5,2.3,0.5,0.2,1.3,1,0.3885350070996811,0.43312099152095584,0.49257097988194765,1.7692294082850704,0.12738852691792824
78,13.7,4.5,50.3,40.0,60.9,0.9,0.9,0.2,0.0,0.4,1,0.3284671293089687,0.28467151206777297,0.5155819166860869,2.2499943750140625,0.06569342586179373
49,13.6,5.2,43.9,0.0,71.4,3.6,0.5,0.4,0.3,1.2,1,0.38235291306228586,0.4117646756055387,0.4811250034927825,0.4166663194447338,0.22794115971020884
78,13.3,3.6,51.7,0.0,60.8,2.9,0.8,0.3,1.1,0.8,1,0.2706766713776939,0.45864658205664793,0.5281688591053817,0.9999987500015625,0.2631578749505357
38,12.5,5.3,41.6,37.5,67.6,1.3,0.7,0.4,0.1,0.9,0,0.42399996608000273,0.303999975680002,0.5200155965432502,0.777776913581207,0.12799998976000082
55,12.5,6.2,45.9,26.3,77.0,1.6,1.3,0.3,0.1,0.8,0,0.4959999603200032,0.43199996544000296,0.501293579997804,1.6249979687525389,0.10399999168000068
40,11.7,6.5,50.9,0.0,85.1,1.2,1.2,0.5,0.0,0.8,0,0.5555555080721789,0.4871794455402184,0.5482455215510252,1.4999981250023435,0.09401708598144566
47,11.1,2.7,38.8,0.0,70.0,2.4,0.9,0.2,0.4,0.7,0,0.24324322132943957,0.3513513196980793,0.4377430487214498,1.2857124489822158,0.18918917214511966
45,10.3,3.3,41.9,12.5,82.1,0.9,0.9,0.3,0.0,0.7,1,0.3203883184089011,0.26213589688001004,0.4629628330631781,1.2857124489822158,0.07766989537185483
49,9.3,2.9,44.5,18.2,61.5,0.7,3.0,0.2,0.0,0.7,1,0.31182792345936305,0.46236554168112454,0.48013229134692337,4.285708163274053,0.08602149612672084
48,9.3,4.5,49.7,0.0,61.5,1.2,0.8,0.5,0.4,1.0,0,0.48387091571280477,0.4301074806336042,0.5311613476956214,0.7999992000008002,0.1827956792692818
39,8.5,3.1,54.4,0.0,53.8,2.9,0.5,0.5,0.3,0.5,0,0.36470583944637186,0.6235293384083131,0.5656932241995533,0.999998000004,0.31764702145329166
57,8.3,2.9,38.4,0.0,69.6,1.9,0.3,0.2,0.7,0.6,1,0.34939754826535563,0.3975903135433356,0.4200462282600729,0.49999916666805555,0.24096382638990044
57,8.2,2.1,39.7,23.1,78.3,1.0,0.8,0.4,0.0,0.4,1,0.25609752974420374,0.3048780116002426,0.44191900592634425,1.9999950000125002,0.12195120464009701
33,16.9,4.1,37.3,29.0,62.5,2.2,2.4,1.0,0.3,1.2,0,0.24260353594061915,0.34319524596477835,0.44295582477186146,1.9999983333347224,0.18934910122194668
53,12.4,3.4,37.9,36.0,93.8,2.5,0.4,0.3,0.0,0.2,0,0.2741935262747156,0.3548386810613967,0.49533785100878464,1.9999900000499997,0.16935482505203026
15,7.9,1.9,27.0,0.0,66.7,1.5,0.5,0.1,0.1,1.0,0,0.24050629867008874,0.12658226245794144,0.3330994624475938,0.49999950000050003,0.1645569411953239
45,7.9,3.7,57.1,0.0,41.8,1.8,0.5,0.3,0.2,0.4,0,0.4683543710943834,0.48101259734017754,0.5473371161724508,1.2499968750078125,0.18987339368691217
55,7.6,2.7,44.8,0.0,64.3,0.9,0.8,0.3,0.1,0.6,1,0.3552631111495907,0.34210521814405015,0.47872323449530685,1.333331111114815,0.13157893005540394
35,5.6,1.9,45.5,0.0,31.3,1.8,0.2,0.0,0.1,0.6,1,0.3392856536989904,0.3571427933673583,0.44811299617311495,0.33333277777870374,0.1964285363520471
70,36.2,23.7,52.3,0.0,70.9,10.6,2.5,1.8,0.9,2.9,1,0.6546961145111571,0.7182320243582313,0.5564424982887632,0.8620686682521833,0.2486187776624647
81,34.1,20.1,47.9,22.2,74.1,10.6,2.8,1.7,0.5,2.7,1,0.5894427979635544,0.6686216812720915,0.5182549237698575,1.0370366529493875,0.2521994060938591
76,27.4,15.1,46.6,20.0,73.0,3.4,3.7,0.9,0.1,2.7,1,0.5510948703979974,0.45255472800895147,0.5057609521864314,1.3703698628259766,0.12043795180883388
82,26.8,10.3,44.8,31.7,79.2,4.5,2.1,0.8,0.8,1.6,1,0.38432834386834536,0.42910446160057997,0.5197819418871679,1.3124991796880128,0.15298506891846755
76,26.6,9.9,45.2,22.2,72.3,1.6,3.6,1.1,0.1,2.1,1,0.3721804371360738,0.3233082585222459,0.4926353012902766,1.7142848979595722,0.07894736545310656
58,11.8,3.3,53.5,0.0,71.2,2.6,0.4,0.3,0.9,0.3,0,0.27966099324906835,0.4915253820741202,0.595237880505815,1.3333288889037038,0.24576269103706008
77,25.6,13.4,57.9,25.0,62.4,5.2,1.7,1.2,0.8,2.3,1,0.5234374795532234,0.5742187275695809,0.59418228146663,0.7391301134216898,0.19921874221801786
78,23.5,8.4,46.2,46.7,67.2,2.8,2.5,0.7,0.1,0.9,1,0.35744679330013646,0.37872338813943013,0.48543683709699065,2.777774691361454,0.11063829316432795
73,23.4,10.4,42.8,34.5,69.6,2.7,2.1,0.7,0.3,1.9,1,0.444444425451093,0.3290598149974438,0.45823048482283363,1.1052625761775916,0.11111110636277324
80,20.2,5.1,46.2,0.0,69.0,4.1,1.0,0.4,0.6,1.7,1,0.25247523502597846,0.3316831518968736,0.5083731043913269,0.5882349480970894,0.18316830776394516
82,20.0,4.4,59.5,0.0,61.4,5.9,0.8,0.8,0.1,0.6,1,0.21999998900000056,0.4849999757500013,0.608406911391894,1.333331111114815,0.2349999882500006
74,19.5,7.0,40.8,13.3,75.3,1.8,4.9,1.2,0.2,2.5,0,0.35897434056541844,0.42564100381328185,0.47580200165823794,1.9599992160003137,0.1384615313609471
82,19.4,9.3,48.7,12.5,81.0,1.5,2.6,0.6,0.0,1.9,0,0.47938141858858674,0.40721647385482096,0.5588941635944515,1.3684203324103514,0.08762886146242983
79,19.3,6.7,45.7,11.1,59.7,3.6,2.6,1.3,0.6,2.0,1,0.34715024108029835,0.45077717871620837,0.48776929415123843,1.2999993500003248,0.22797926279900194
51,11.3,2.8,42.2,20.0,64.2,2.1,0.5,0.5,0.2,0.7,0,0.24778758869136383,0.32743359934215943,0.4761903142209815,0.7142846938790087,0.18584069151852284
75,18.9,4.9,47.9,0.0,69.9,2.9,3.4,1.6,0.1,1.3,1,0.2592592455418389,0.4814814560062722,0.5257509601392789,2.6153826035518435,0.19576718540914365
81,18.9,4.3,41.4,0.0,65.6,5.7,1.4,0.3,3.4,1.7,1,0.22751321547549125,0.5502645211500253,0.44021285007926897,0.8235289273359251,0.43915341591780865
75,18.8,6.3,53.3,0.0,74.1,5.4,1.4,0.6,0.9,1.1,0,0.33510636515391673,0.5797872032028083,0.5929968763183592,1.272726115703531,0.2659574326618387
44,17.6,3.6,40.0,0.0,65.2,1.8,2.5,0.9,0.3,1.4,0,0.20454544292355437,0.301136346526344,0.44554444417216726,1.785713010204993,0.1363636286157029
77,19.6,6.1,43.1,34.4,72.8,1.9,0.8,0.6,0.2,0.6,0,0.3112244739171186,0.2908163116930453,0.5284129368653955,1.333331111114815,0.10714285167638511
43,16.9,4.0,38.0,0.0,73.7,1.6,2.9,0.5,0.2,1.6,0,0.23668637652743335,0.28402365183291994,0.43744522365590033,1.8124988671882079,0.11834318826371668
76,16.4,8.1,42.9,40.0,83.3,1.8,1.8,0.8,0.2,1.4,1,0.4939024089083897,0.42682924226650965,0.5090497097725352,1.285713367347595,0.1280487726799529
78,16.3,5.2,40.4,36.8,69.6,3.5,1.5,0.7,0.3,1.2,1,0.31901838533629534,0.3926380127215942,0.44097685872169967,1.2499989583342015,0.19018403741202222
77,15.9,6.2,47.6,25.0,73.5,3.3,0.8,0.3,0.3,1.1,0,0.3899370823938942,0.4150943135160811,0.5095331180912035,0.7272720661163036,0.16981131007476039
68,14.6,5.7,43.2,0.0,76.2,1.4,2.5,0.8,0.1,1.7,1,0.3904109321636348,0.3698629883655488,0.47279355129503126,1.4705873702427235,0.1438356065866023
52,10.3,3.7,45.5,13.9,67.3,1.7,0.4,0.4,0.2,0.8,0,0.3592232660948286,0.3398057922518649,0.5021714163486927,0.49999937500078123,0.17475726458667334
62,14.2,5.6,48.5,0.0,57.1,3.7,0.8,0.4,0.6,1.2,1,0.39436616941083313,0.4647886996627677,0.513196386877495,0.6666661111115741,0.21830984378099694
71,13.9,5.4,51.2,0.0,65.0,5.3,0.5,0.6,0.9,1.4,1,0.38848918068423166,0.6330934796335626,0.5583125396376055,0.35714260204099857,0.35251796025050647
53,13.2,4.9,53.4,0.0,77.4,3.4,0.9,0.4,0.2,0.8,0,0.37121209308999303,0.5303029901285614,0.5645159989594473,1.1249985937517577,0.204545439049588
44,11.8,2.8,31.4,0.0,78.3,2.7,0.8,0.3,0.2,0.7,0,0.23728811548405798,0.32203387101407865,0.3954801142711541,1.1428555102064142,0.19491523771904765
68,11.1,2.7,36.4,11.1,81.0,1.1,1.9,0.2,0.0,1.4,0,0.24324322132943957,0.2342342131320529,0.43604637078605596,1.3571418877557946,0.0900900819738665
68,11.1,2.7,36.4,11.1,81.0,1.1,1.9,0.2,0.0,1.4,1,0.24324322132943957,0.2342342131320529,0.43604637078605596,1.3571418877557946,0.0900900819738665
49,10.6,4.0,43.5,14.3,57.7,1.5,0.7,0.4,0.1,1.0,1,0.37735845496618353,0.28301884122463766,0.47573727979608,0.6999993000007,0.13207545923816422
